epoch,train_loss,train_class_y_loss,train_loss_y,train_loss_d,val_loss,val_class_y_loss,val_loss_y,val_loss_d,cross_loss_y,cross_loss_d
33,585365.5089231624,37.44346721915706,0.9535309629220174,0.9302832884248105,585365.5089231624,37.44346721915706,0.9046774625267666,0.8589917202359795,0.6871934201623816,0.16290860981385524
34,582507.4816488287,37.43097635039605,0.9480544209581473,0.9115100836676159,582507.4816488287,37.43097635039605,0.8987135305139187,0.8415649870176595,0.665521397158322,0.14906646568368592
35,584330.5253937803,37.330900200734426,0.9568130001403303,0.9265492424307248,584330.5253937803,37.330900200734426,0.9076134234475375,0.8535313212511596,0.6523173207036536,0.14944044667315753
36,587775.0242200121,37.340279009500115,0.958218414790463,0.9337070463312204,587775.0242200121,37.340279009500115,0.91077522751606,0.8620446156880424,0.6618160098105548,0.13393036898907554
37,588589.1195728999,36.95258587512138,0.9530647553376824,0.9277842981178638,588589.1195728999,36.95258587512138,0.9036569860813705,0.8591507823539866,0.6617472936400541,0.1497862192234067
38,588995.693305735,37.020189889220696,0.9561992960813642,0.9185677204553545,588995.693305735,37.020189889220696,0.9067853319057816,0.8462765038058414,0.66922149864682,0.11474543301759134
39,585634.7386030897,36.62128483690622,0.9514355824388708,0.9269502584985351,585634.7386030897,36.62128483690622,0.9010388784796574,0.8522019656108853,0.68108825270636,0.1541077056998581
40,589722.0345188812,36.63937055698697,0.9519325407385477,0.9285189728170095,589722.0345188812,36.63937055698697,0.9030045503211992,0.8592796033667393,0.6877537212449256,0.15414991521997426
41,588824.3224580977,36.549277511282384,0.9575820889009065,0.9228091799923333,588824.3224580977,36.549277511282384,0.9082407655246253,0.848419524659945,0.6675300236806495,0.15336250268160667
42,592115.0426469103,36.533798436163316,0.9590976713312204,0.9325906081860438,592115.0426469103,36.533798436163316,0.9058986884368309,0.8600652625402041,0.6761724035859269,0.18042445192085546
43,592001.3494547658,36.34203669366236,0.9524368524701542,0.9292909494708524,592001.3494547658,36.34203669366236,0.9046774625267666,0.8560372015036974,0.6438070872801083,0.1438043025347371
44,592683.5261131866,36.215654626994215,0.9581381955330496,0.9270238730370883,592683.5261131866,36.215654626994215,0.906199812633833,0.855180968463099,0.6485907899188093,0.12966465477408495
45,594393.2544426494,36.01718267562509,0.9563759923656938,0.9282688759121464,594393.2544426494,36.01718267562509,0.904551994111349,0.8573045171609637,0.6553342313277666,0.16846935954982012
